,Place Name,Place ID,Latitude,Longitude,Rating,Types,Vicinity,Price Level,User Rating tot
54,NFC2,ChIJ-3OVy6rbXhURuFoEnuxR8Do,31.9898375,44.3142887,0.0,"['restaurant', 'point_of_interest', 'food', 'establishment']","X8Q7+WPM, Najaf",2,0
55,جيلي هاوس - النجف,ChIJY177KqnXXhUR7e5wk3Xs5SI,32.0079509,44.3596363,3.7,"['restaurant', 'point_of_interest', 'food', 'establishment']","2955+5VJ, Unnamed Road, Kufa",2,28
56,أبو عبدو للمأكولات الشامية,ChIJs7BUE4_XXhURigZ-eVDQNAQ,32.0297164,44.33607480000001,4.7,"['restaurant', 'point_of_interest', 'food', 'establishment']","28HP+VCP, Unnamed Road, Kufa",2,11
57,مطعم بركات العباس باكستانى,ChIJP2OU_lvRXhURYqtUmF7yHEk,31.9902361,44.3166903,5.0,"['restaurant', 'point_of_interest', 'food', 'establishment']","X8R8+3MW، شارع الرسول (ص), Najaf",2,1
58,Rawan Restaurant,ChIJe6NsgafXXhUR-C852KkMspY,32.0021842,44.3577744,3.7,"['restaurant', 'point_of_interest', 'food', 'establishment']","2925+V38، شارع الروان, Kufa",2,643
59,Anbar Restaurant,ChIJP59LaEzXXhURPiWURYN65ow,32.0118833,44.3520933,3.7,"['restaurant', 'point_of_interest', 'food', 'establishment']","2962+QR4، النجف الاشرف الغدير، النجف،, Najaf",2,479
60,مطعم شط الكوفة,ChIJBaspVXMqXxURXdGUehEoyjA,32.041769,44.4041513,3.5,"['restaurant', 'food', 'point_of_interest', 'establishment']","2CR3+PM2، شارع الفرات, Ad Diwaniyah",2,150
61,مطعم الخليج العربي,ChIJ_3Q4HbgrXxURodgaPmVbXtw,32.0310525,44.4017562,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","2CJ2+CP6, شارع الاقمار،, Kufa",2,608
62,مطعم سما للمندي,ChIJ0yc8savXXhURbdVtxbawu6M,32.0015157,44.3642306,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']","2927+HMX, Kufa",2,84
63,Alsaqi restaurant,ChIJWzRpPtMlXxURablDvDir9dM,31.9022441,44.4948731,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",ابو صخير،،,2,816
64,مطعم لحمة وفخار,ChIJxxmn3DzXXhURyE5ybFE0-2o,32.0028026,44.3644972,3.5,"['restaurant', 'food', 'point_of_interest', 'establishment']","2937+4QH, Kufa",2,78
65,مطعم كباب بكري الشهير,ChIJjSRQpsQlXxURq8p3AvDWfBs,31.8919887,44.4849341,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","VFRM+QXV, Unnamed Road, ناصر, Nasir",2,145
66,مطعم الخليج العربي,ChIJv_XFaOXXXhURlIJK8k-IHPc,32.0211187,44.3448115,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']","28CV+FW3, Unnamed Road, Najaf",2,332
67,The Gate Restaurant,ChIJExfMbzLXXhURcl8O9doqCg4,32.0112767,44.3268124,3.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",286G+FMW، شارع البانزين خانة، مدينة الشعب,2,475
