,Place Name,Place ID,Latitude,Longitude,Rating,Types,Vicinity,Price Level,User Rating tot
63,Fawanees Restaurant,ChIJg90Vn73jWBURKvVo4_qkHEc,32.4699772,44.41339809999999,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']","FC97+X9R, Hillah",2,721
64,مطعم نائل,ChIJbzbcx6XjWBURfRTkzTRmCfg,32.4792004,44.4107281,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']","FCH6+M7Q, Hillah",2,434
65,مطعم شاورمتي,ChIJa0LnzXfhWBURJqFbpOj8lqo,32.4378022,44.4042567,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']","CCQ3+4MH, Hillah",2,52
66,Al Shams restaurant,ChIJxXeInvniWBURtqY6ELgR6UE,32.4870383,44.4260426,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']","FCPG+RC8, Hillah",2,746
67,Khan Mandi Restaurant,ChIJRYt31kbiWBURwnlC18dqpPk,32.4726148,44.4234272,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']","شارع الجمعية, Hillah",2,640
68,مطعم دار الشام,ChIJc09BDWvjWBURJgmPKjEDtMg,32.4842376,44.4278231,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']","FCMH+M4W، شير،, Hillah",2,84
69,مطعم خالد,ChIJbYU28KPhWBURRTSxFf2BMlY,32.4430816,44.426688,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']","CCVG+6MM، Unnamed Road،, Hillah",2,141
70,مطعم وكافيه,ChIJh010VnXjWBURNzA8yMyqxcQ,32.4951044,44.4324186,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']","زوير الكيم، الكورنيش, Hillah",2,28
71,Kentucky house Babylon,ChIJ0Qvk6WXiWBURhaCZA5SG0DI,32.4849975,44.4129419,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",Hillah,2,736
72,مطعم دار الشام,ChIJQ0UZNkrjWBURSyRZzY0wbAw,32.4736266,44.4251904,3.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",شارع التربية الحلة القاضية,2,5
73,Qasim's scavenging with ghee,ChIJc1S1CFHiWBURHfHMBeYlrvw,32.4783763,44.4312076,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']","شارع الجبل, Hillah",2,297
74,مطعم ومشويات روشان,ChIJnQQEhx7jWBURA7CfraOirMc,32.500781,44.4228064,3.3,"['restaurant', 'food', 'point_of_interest', 'establishment']","GC2F+847, Hillah",2,11
75,مطعم باربيكيو هاوس,ChIJIxj0qprjWBURB9X4LgjzM4U,32.473568,44.4245353,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']","FCFF+FR2, Hillah",2,6
76,Erbil Restaurant,ChIJoZm1xf3iWBURlGHiC8jUR7s,32.4881814,44.4355707,3.6,"['restaurant', 'food', 'point_of_interest', 'establishment']","FCQP+76G، جسر باب الحسين, Hillah",2,101
77,Al-Akhawain Restaurant,ChIJm0X__yEeWRUR9TOmwASCFek,32.4465178,44.3946318,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']","C9WV+JV2، شارع 80, Hillah",2,31
78,مطعم مدينة الزائرين 2,ChIJayHcvPMfWRURAMDh4OUOyso,32.4645459,44.3420595,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']","F87R+RR7، طريق العلوية شريفة، غريق،, Griq",2,7
79,مطاعم الجمجمة الشماليه,ChIJG_V6MSz9WBUR8V6CocKd2zM,32.5263923,44.4339668,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']","شارع الجمجمة, Hillah",2,257
80,مندي الفتلاوي,ChIJYa_mDDLjWBURZC5ORw5jw-w,32.49142630000001,44.4186101,0.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","FCR9+JCX، الحلة‎،،, Hillah",2,0
81,Damascus House Restaurant,ChIJVVVVFY7iWBURbQJ0_7QNLqA,32.5012207,44.4123064,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']","GC26+FWC, Hillah",2,14
82,مطعم سيف السلطاني,ChIJCeRmiG3jWBURFdtSxgM_Dus,32.4797646,44.4248092,0.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","شارع 40, Al Hillah",2,0
83,مطعم الأخوين كرار&سجاد,ChIJVTE7fvLjWBURXxU46_j00zw,32.5012108,44.4319517,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",GC2J+FQP، شارع التربيه، القاضيه,2,1
84,مطعم البغدادي للاكلات الشرقيه والغربيه,ChIJBYPVqtz7WBURabJpRbtaXxo,32.5405533,44.54768259999999,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","GGRX+63F، ناحية النيل، بابل،, Nile",2,1
85,النخيل لشوي السمك,ChIJ80MH8triWBURBdoFGTLDPuc,32.5114615,44.4294314,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']","GC6H+HQM, Hillah",2,40
86,University Restaurant,ChIJEQTmufThWBUR1U8v2IHdvZk,32.450916,44.41750709999999,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']","مجمع شقق حي النسيج, Hillah",2,17
87,مطعم الطيب,ChIJS5qD-iLjWBUR8nWItWlZuV4,32.4939191,44.4550942,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","FFV4+H29, Hillah",2,1
